commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,moyen_paiement,region_livraison,devise
CMD-Q2-02520,CLI0207,PRD0012,1,295.77,295.77,2024-05-26,en_cours,CB,PACA,EUR
CMD-Q2-02521,CLI0294,PRD0084,6,410.52,2463.12,2024-05-19,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02522,CLI0052,PRD0141,4,326.57,1306.28,2024-05-08,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02523,CLI0108,PRD0087,2,72.84,145.68,2024-05-26,livrée,CB,Occitanie,EUR
CMD-Q2-02524,CLI0102,PRD0040,2,71.91,143.82,2024-06-02,livrée,PayPal,Île-de-France,EUR
CMD-Q2-02525,CLI0126,PRD0072,5,121.78,608.9,2024-05-23,livrée,CB,Occitanie,EUR
CMD-Q2-02526,CLI0232,PRD0069,9,106.11,954.99,2024-04-30,livrée,CB,Occitanie,EUR
CMD-Q2-02527,CLI0366,PRD0066,2,181.07,362.14,2024-05-25,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02528,CLI0143,PRD0003,6,83.45,500.7,2024-06-22,en_cours,CB,PACA,EUR
CMD-Q2-02529,CLI0328,PRD0020,9,304.72,2742.48,2024-05-27,livrée,CB,Île-de-France,EUR
CMD-Q2-02530,CLI0411,PRD0048,7,164.13,1148.91,2024-06-11,en_cours,Virement,Auvergne-RA,EUR
CMD-Q2-02531,CLI0493,PRD0071,7,90.96,636.72,2024-06-24,livrée,Chèque,Auvergne-RA,EUR
CMD-Q2-02532,CLI0192,PRD0149,8,123.18,985.44,2024/04/08,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02533,CLI0291,PRD0126,4,82.76,331.04,2024-04-11,livrée,CB,Occitanie,EUR
CMD-Q2-02534,CLI0407,PRD0028,9,59.7,537.3,2024-04-12,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-02535,CLI0342,PRD0083,1,173.76,173.76,2024/05/22,livrée,PayPal,Île-de-France,EUR
CMD-Q2-02536,CLI0001,PRD0097,3,149.62,448.86,2024-04-09,annulée,PayPal,Île-de-France,EUR
CMD-Q2-02537,CLI0265,PRD0111,4,237.06,948.24,2024-04-28,livrée,Virement,PACA,EUR
CMD-Q2-02538,CLI0414,PRD0022,1,235.27,235.27,2024-04-23,livrée,CB,PACA,EUR
CMD-Q2-02539,CLI0188,PRD0096,4,33.23,132.92,2024-05-09,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02540,CLI0129,PRD0033,7,291.53,2040.71,2024-06-24,livrée,CB,Île-de-France,EUR
CMD-Q2-02541,CLI0211,PRD0089,5,93.09,465.45,2024-06-14,livrée,CB,PACA,EUR
CMD-Q2-02542,CLI0408,PRD0105,9,408.15,3673.35,2024-06-28,livrée,CB,Occitanie,EUR
CMD-Q2-02543,CLI0378,PRD0116,5,-52.36,261.8,2024-06-13,livrée,Virement,Île-de-France,EUR
CMD-Q2-02544,CLI0337,PRD0051,9,10.76,96.84,2024-04-29,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02545,CLI0181,PRD0122,9,108.11,,2024-05-21,annulée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02546,CLI0420,PRD0041,1,48.15,48.15,2024-06-17,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02547,CLI0154,PRD0103,5,57.7,288.5,2024-04-30,livrée,Virement,Île-de-France,EUR
CMD-Q2-02548,CLI0392,PRD0036,9,211.79,1906.11,2024-04-09,livrée,Virement,PACA,EUR
CMD-Q2-02549,CLI0375,PRD0106,8,52.42,419.36,2024-04-06,livrée,CB,Occitanie,EUR
CMD-Q2-02550,CLI0079,PRD0139,8,128.88,1031.04,2024-05-31,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-02551,CLI0153,PRD0014,9,415.81,3742.29,2024-04-13,livrée,CB,Occitanie,EUR
CMD-Q2-02552,CLI0277,PRD0123,4,71.91,287.64,2024-06-03,livrée,CB,Île-de-France,EUR
CMD-Q2-02553,CLI0334,PRD0114,6,61.01,366.06,2024-05-29,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-02554,CLI0417,PRD0062,2,51.87,103.74,2024-06-09,en_cours,CB,Occitanie,EUR
CMD-Q2-02555,CLI0245,PRD0052,7,118.68,830.76,2024-06-21,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02556,CLI0124,PRD0020,5,304.72,1523.6,2024-06-14,annulée,Chèque,Île-de-France,EUR
CMD-Q2-02557,CLI0287,PRD0118,5,76.42,382.1,2024-04-23,livrée,CB,PACA,EUR
CMD-Q2-02558,CLI0285,PRD0028,8,59.7,477.6,2024-04-16,livrée,Virement,PACA,EUR
CMD-Q2-02559,CLI0211,PRD0019,4,62.97,251.88,2024-05-07,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02560,CLI0354,PRD0119,1,496.56,496.56,2024-04-25,livrée,CB,PACA,EUR
CMD-Q2-02561,CLI0097,PRD0130,2,186.38,372.76,2024-06-10,annulée,CB,Auvergne-RA,EUR
CMD-Q2-02562,CLI0143,PRD0040,5,71.91,359.55,2024-04-28,livrée,PayPal,Occitanie,EUR
CMD-Q2-02563,CLI0182,PRD0032,4,109.17,436.68,2024-05-06,annulée,Chèque,PACA,EUR
CMD-Q2-02564,CLI0079,PRD0116,7,52.36,366.52,2024-04-12,livrée,CB,PACA,EUR
CMD-Q2-02565,CLI0465,PRD0145,1,54.52,54.52,2024-06-28,en_cours,CB,Occitanie,EUR
CMD-Q2-02566,CLI0395,PRD0093,8,62.68,501.44,2024-04-26,livrée,Chèque,PACA,EUR
CMD-Q2-02567,CLI0405,PRD0113,9,82.62,743.58,2024-04-04,livrée,CB,Île-de-France,EUR
CMD-Q2-02568,CLI0314,PRD0150,3,81.48,244.44,2024-06-20,livrée,CB,Île-de-France,EUR
CMD-Q2-02569,CLI0375,PRD0003,1,83.45,83.45,2024-06-05,livrée,CB,PACA,EUR
CMD-Q2-02570,CLI0395,PRD0053,7,79.12,553.84,2024-06-11,livrée,CB,PACA,EUR
CMD-Q2-02571,CLI0088,PRD0011,9,27.63,248.67,2024-06-17,annulée,CB,Île-de-France,EUR
CMD-Q2-02572,CLI0172,PRD0066,2,181.07,362.14,2024-06-25,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02573,CLI0168,PRD0014,8,415.81,3326.48,2024-06-16,en_cours,Chèque,Occitanie,EUR
CMD-Q2-02574,CLI0071,PRD0040,2,71.91,143.82,2024-05-20,livrée,CB,Île-de-France,EUR
CMD-Q2-02575,CLI0089,PRD0086,8,74.32,594.56,2024-05-13,livrée,CB,Île-de-France,EUR
CMD-Q2-02576,CLI0427,PRD0139,7,128.88,902.16,2024-06-11,annulée,CB,Occitanie,EUR
CMD-Q2-02577,CLI0291,PRD0054,3,124.37,373.11,2024-05-04,en_cours,Chèque,Île-de-France,EUR
CMD-Q2-02578,CLI0144,PRD0104,2,81.27,162.54,2024-05-20,en_cours,CB,Occitanie,EUR
CMD-Q2-02579,CLI0229,PRD0129,9,124.46,1120.14,2024-04-28,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02580,CLI0374,PRD0034,2,36.63,,2024-05-21,livrée,Virement,Occitanie,EUR
CMD-Q2-02581,CLI0009,PRD0062,2,51.87,103.74,2024-06-12,annulée,CB,Auvergne-RA,EUR
CMD-Q2-02582,CLI0196,PRD0006,3,79.23,237.69,2024-05-08,retournée,Virement,Occitanie,EUR
CMD-Q2-02583,CLI0276,PRD0152,9,499.98,4499.82,2024-04-13,livrée,CB,PACA,EUR
CMD-Q2-02584,CLI0329,PRD0054,8,124.37,994.96,2024-06-25,livrée,Virement,Île-de-France,EUR
CMD-Q2-02585,CLI0283,PRD0096,6,33.23,199.38,2024-05-10,livrée,CB,Île-de-France,EUR
CMD-Q2-02586,CLI0411,PRD0073,3,200.41,601.23,2024-04-07,annulée,PayPal,Occitanie,EUR
CMD-Q2-02587,CLI0101,PRD0013,6,59.14,354.84,2024-04-27,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02588,CLI0068,PRD0029,2,149.76,299.52,2024-06-10,en_cours,CB,Île-de-France,EUR
CMD-Q2-02589,CLI0140,PRD0087,8,72.84,582.72,2024-05-26,en_cours,CB,Occitanie,EUR
CMD-Q2-02590,CLI0375,PRD0103,2,57.7,115.4,2024-05-27,en_cours,PayPal,PACA,EUR
CMD-Q2-02591,CLI0431,PRD0039,9,29.83,268.47,2024-05-03,annulée,CB,Occitanie,EUR
CMD-Q2-02592,CLI0268,PRD0048,4,164.13,656.52,2024-04-07,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-02593,CLI0163,PRD0060,3,436.88,1310.64,2024-04-17,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02594,CLI0492,PRD0058,2,118.62,237.24,2024-06-02,retournée,CB,PACA,EUR
CMD-Q2-02595,CLI0142,PRD0037,8,48.24,385.92,2024-06-09,en_cours,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-02596,CLI0418,PRD0107,7,101.48,710.36,2024-06-20,retournée,CB,Occitanie,EUR
CMD-Q2-02597,CLI0240,PRD0059,7,117.97,825.79,2024/04/11,livrée,PayPal,Île-de-France,EUR
CMD-Q2-02598,CLI0381,PRD0081,8,49.36,394.88,2024-04-25,en_cours,CB,PACA,EUR
CMD-Q2-02599,CLI0378,PRD0036,7,211.79,1482.53,2024-04-17,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-02600,CLI0405,PRD0148,9,70.91,638.19,2024-04-25,en_cours,CB,Île-de-France,EUR
CMD-Q2-02601,CLI0148,PRD0005,3,95.95,287.85,2024-06-17,livrée,Virement,Île-de-France,EUR
CMD-Q2-02602,CLI0347,PRD0031,1,152.91,152.91,2024-05-16,livrée,PayPal,Auvergne-RA,EUR
CMD-Q2-02603,CLI0224,PRD0079,4,400.46,1601.84,2024-04-24,livrée,CB,Occitanie,EUR
CMD-Q2-02604,CLI0385,PRD0058,5,118.62,593.1,2024-06-03,livrée,PayPal,Occitanie,EUR
CMD-Q2-02605,CLI0123,PRD0018,1,121.33,121.33,2024-06-25,livrée,CB,Île-de-France,EUR
CMD-Q2-02606,CLI0079,PRD0058,1,118.62,118.62,2024-05-01,livrée,CB,PACA,EUR
CMD-Q2-02607,CLI0037,PRD0014,4,415.81,1663.24,2024-06-27,livrée,PayPal,Auvergne-RA,EUR
CMD-Q2-02608,CLI0472,PRD0136,8,54.7,437.6,2024-05-24,livrée,CB,Occitanie,EUR
CMD-Q2-02609,CLI0210,PRD0043,5,100.34,501.7,2024-04-25,livrée,CB,PACA,EUR
CMD-Q2-02610,CLI0389,PRD0113,5,82.62,413.1,2024-05-20,livrée,CB,Occitanie,EUR
CMD-Q2-02611,CLI0177,PRD0012,7,295.77,2070.39,2024-06-15,livrée,CB,PACA,EUR
CMD-Q2-02612,CLI0301,PRD0078,5,217.49,1087.45,2024-06-11,annulée,Virement,Île-de-France,EUR
CMD-Q2-02613,CLI0362,PRD0065,3,352.58,1057.74,2024-06-29,livrée,Virement,Occitanie,EUR
CMD-Q2-02614,CLI0064,PRD0047,8,68.36,546.88,2024-05-17,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-02615,CLI0138,PRD0118,7,76.42,534.94,2024-06-11,livrée,CB,Occitanie,EUR
CMD-Q2-02616,CLI0261,PRD0011,1,27.63,27.63,2024-06-09,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02617,CLI0203,PRD0117,5,69.72,348.6,2024-04-01,annulée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02618,CLI0479,PRD0088,6,-793.25,4759.5,2024-04-16,livrée,CB,Île-de-France,EUR
CMD-Q2-02619,CLI0390,PRD0057,7,85.5,598.5,2024-05-25,annulée,Virement,Occitanie,EUR
CMD-Q2-02620,CLI0005,PRD0129,4,124.46,497.84,2024-04-27,livrée,CB,Île-de-France,EUR
CMD-Q2-02621,CLI0062,PRD0077,9,151.78,1366.02,2024-06-12,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02622,CLI0184,PRD0092,8,159.37,1274.96,2024-04-23,annulée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02623,CLI0032,PRD0139,5,128.88,644.4,2024-04-01,retournée,CB,Auvergne-RA,EUR
CMD-Q2-02624,CLI0412,PRD0036,7,211.79,1482.53,2024-04-27,livrée,CB,Occitanie,EUR
CMD-Q2-02625,CLI0284,PRD0074,3,101.69,305.07,2024-04-25,livrée,CB,PACA,EUR
CMD-Q2-02626,CLI0490,PRD0118,1,76.42,76.42,2024-05-30,livrée,CB,Occitanie,EUR
CMD-Q2-02627,CLI0052,PRD0147,5,56.16,280.8,2024-05-12,livrée,CB,PACA,EUR
CMD-Q2-02628,CLI0303,PRD0087,2,72.84,145.68,2024-04-17,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02629,CLI0313,PRD0031,8,152.91,1223.28,2024-04-07,livrée,PayPal,Occitanie,EUR
CMD-Q2-02630,CLI0298,PRD0002,1,135.96,135.96,2024-06-07,en_cours,CB,Occitanie,EUR
CMD-Q2-02631,CLI0262,PRD0141,9,326.57,2939.13,2024-04-25,annulée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02632,CLI0361,PRD0065,8,352.58,2820.64,2024-06-19,annulée,CB,Île-de-France,EUR
CMD-Q2-02633,CLI0491,PRD0072,7,121.78,852.46,2024-06-19,annulée,PayPal,Auvergne-RA,EUR
CMD-Q2-02634,CLI0497,PRD0131,9,95.19,856.71,2024-04-13,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02635,CLI0323,PRD0064,4,107.08,428.32,2024-04-20,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02636,CLI0159,PRD0128,8,99.94,799.52,2024-04-09,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02637,CLI0309,PRD0045,1,55.24,55.24,2024-04-24,livrée,CB,Île-de-France,EUR
CMD-Q2-02638,CLI0220,PRD0064,1,107.08,107.08,2024-06-11,en_cours,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-02639,CLI0389,PRD0055,8,45.75,366.0,2024-05-17,livrée,CB,PACA,EUR
CMD-Q2-02640,CLI0247,PRD0031,9,152.91,1376.19,2024-05-19,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02641,CLI0413,PRD0087,6,72.84,437.04,2024-06-03,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02642,CLI0211,PRD0033,1,291.53,291.53,2024-05-31,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02643,CLI0493,PRD0076,9,211.08,1899.72,2024-06-19,en_cours,CB,Occitanie,EUR
CMD-Q2-02644,CLI0055,PRD0089,2,93.09,186.18,2024-05-15,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02645,CLI0311,PRD0125,3,31.95,95.85,2024-05-07,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02646,CLI0063,PRD0077,5,151.78,758.9,2024-06-02,livrée,CB,PACA,EUR
CMD-Q2-02647,CLI0120,PRD0099,3,182.41,547.23,2024-06-16,livrée,Virement,Île-de-France,EUR
CMD-Q2-02648,CLI0139,PRD0042,8,126.36,1010.88,2024-06-26,livrée,CB,Occitanie,EUR
CMD-Q2-02649,CLI0497,PRD0062,3,51.87,155.61,2024-05-18,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02650,CLI0456,PRD0114,1,61.01,61.01,2024-05-15,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02651,CLI0118,PRD0052,9,118.68,1068.12,2024-06-29,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-02652,CLI0239,PRD0026,4,334.76,1339.04,2024-05-09,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02653,CLI0292,PRD0106,6,52.42,314.52,2024-06-24,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02654,CLI0440,PRD0138,5,67.74,338.7,2024-05-23,livrée,PayPal,Occitanie,EUR
CMD-Q2-02655,CLI0466,PRD0096,8,33.23,265.84,2024-05-04,en_cours,CB,PACA,EUR
CMD-Q2-02656,CLI0400,PRD0101,9,52.8,475.2,2024-04-24,,CB,Auvergne-RA,EUR
CMD-Q2-02657,CLI0124,PRD0007,2,290.01,580.02,2024-04-01,annulée,Virement,Occitanie,EUR
CMD-Q2-02658,CLI0492,PRD0140,2,84.52,169.04,2024-05-20,en_cours,Virement,Île-de-France,EUR
CMD-Q2-02659,CLI0462,PRD0034,2,36.63,73.26,2024-06-23,livrée,Chèque,PACA,EUR
CMD-Q2-02660,CLI0235,PRD0033,4,291.53,1166.12,2024-06-05,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02661,CLI0255,PRD0009,6,58.82,352.92,2024-06-27,livrée,Chèque,PACA,EUR
CMD-Q2-02662,CLI0385,PRD0078,9,217.49,1957.41,2024-05-25,livrée,CB,PACA,EUR
CMD-Q2-02663,CLI0186,PRD0068,3,12.48,37.44,2024-06-16,livrée,CB,Île-de-France,EUR
CMD-Q2-02664,CLI0432,PRD0074,8,101.69,813.52,2024-05-28,livrée,CB,PACA,EUR
CMD-Q2-02665,CLI0113,PRD0019,6,62.97,377.82,2024-04-14,en_cours,Virement,Occitanie,EUR
CMD-Q2-02666,CLI0183,PRD0113,8,82.62,660.96,2024-05-19,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02667,CLI0482,PRD0106,1,52.42,52.42,2024-05-01,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-02668,CLI0112,PRD0015,4,80.47,321.88,2024-06-10,livrée,CB,Occitanie,EUR
CMD-Q2-02669,CLI0108,PRD0152,8,499.98,3999.84,2024-04-08,livrée,Virement,Occitanie,EUR
CMD-Q2-02670,CLI0203,PRD0036,4,211.79,847.16,2024-04-18,livrée,PayPal,Île-de-France,EUR
CMD-Q2-02671,CLI0283,PRD0121,1,34.92,34.92,2024-06-16,livrée,CB,PACA,EUR
CMD-Q2-02672,CLI0276,PRD0035,6,17.54,105.24,2024-04-19,annulée,CB,PACA,EUR
CMD-Q2-02673,CLI0392,PRD0051,3,10.76,32.28,2024-05-18,retournée,CB,PACA,EUR
CMD-Q2-02674,CLI0333,PRD0024,7,20.71,144.97,2024-05-29,livrée,CB,PACA,EUR
CMD-Q2-02675,CLI0489,PRD0116,5,52.36,261.8,2024-05-14,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02676,CLI0085,PRD0102,6,23.26,139.56,2024-04-30,livrée,Virement,PACA,EUR
CMD-Q2-02677,CLI0449,PRD0115,3,374.29,1122.87,2024-04-07,livrée,CB,Île-de-France,EUR
CMD-Q2-02678,CLI0297,PRD0070,8,28.37,226.96,2024-05-21,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02679,CLI0027,PRD0136,4,54.7,218.8,2024-04-26,livrée,PayPal,Auvergne-RA,EUR
CMD-Q2-02680,CLI0451,PRD0149,6,123.18,739.08,2024-06-01,en_cours,CB,Occitanie,EUR
CMD-Q2-02681,CLI0066,PRD0110,9,126.57,1139.13,2024-06-01,livrée,Chèque,PACA,EUR
CMD-Q2-02682,CLI0234,PRD0062,6,51.87,311.22,2024-06-05,livrée,Chèque,Île-de-France,EUR
CMD-Q2-02683,CLI0133,PRD0145,9,54.52,490.68,2024-04-05,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02684,CLI0465,PRD0018,1,121.33,121.33,2024-06-14,livrée,CB,Occitanie,EUR
CMD-Q2-02685,CLI0029,PRD0075,7,71.64,501.48,2024-04-07,livrée,Virement,PACA,EUR
CMD-Q2-02686,CLI0059,PRD0031,1,152.91,152.91,2024-06-27,livrée,PayPal,Auvergne-RA,EUR
CMD-Q2-02687,CLI0164,PRD0069,1,106.11,106.11,2024-06-18,en_cours,CB,Occitanie,EUR
CMD-Q2-02688,CLI0489,PRD0068,8,12.48,99.84,2024-06-14,livrée,CB,Île-de-France,EUR
CMD-Q2-02689,CLI0132,PRD0082,9,36.44,327.96,2024-06-05,livrée,PayPal,Occitanie,EUR
CMD-Q2-02690,CLI0382,PRD0042,3,126.36,379.08,2024-04-05,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02691,CLI0480,PRD0003,6,83.45,500.7,2024-06-19,livrée,Virement,PACA,EUR
CMD-Q2-02692,CLI0187,PRD0023,9,163.48,1471.32,2024-05-05,livrée,Chèque,Occitanie,EUR
CMD-Q2-02693,CLI0092,PRD0146,3,30.77,92.31,2024-06-14,livrée,CB,Occitanie,EUR
CMD-Q2-02694,CLI0408,PRD0010,2,81.94,163.88,2024-05-04,livrée,Virement,Île-de-France,EUR
CMD-Q2-02695,CLI0378,PRD0011,1,27.63,27.63,2024-06-17,livrée,CB,Île-de-France,EUR
CMD-Q2-02696,CLI0275,PRD0083,8,173.76,1390.08,2024-06-01,livrée,CB,Île-de-France,EUR
CMD-Q2-02697,CLI0064,PRD0034,3,36.63,109.89,2024-04-10,livrée,CB,Occitanie,EUR
CMD-Q2-02698,CLI0351,PRD0118,1,76.42,76.42,2024-06-21,livrée,CB,Occitanie,EUR
CMD-Q2-02699,CLI0325,PRD0051,2,10.76,21.52,2024-05-11,livrée,CB,PACA,EUR
CMD-Q2-02700,CLI0458,PRD0150,8,81.48,651.84,2024-06-23,en_cours,CB,PACA,EUR
CMD-Q2-02701,CLI0361,PRD0084,4,410.52,1642.08,2024-04-26,annulée,Chèque,Occitanie,EUR
CMD-Q2-02702,CLI0101,PRD0095,3,106.83,320.49,2024-06-22,livrée,Virement,Occitanie,EUR
CMD-Q2-02703,CLI0336,PRD0113,2,82.62,165.24,2024-05-08,en_cours,CB,Île-de-France,EUR
CMD-Q2-02704,CLI0385,PRD0078,9,217.49,1957.41,2024-05-03,annulée,CB,Île-de-France,EUR
CMD-Q2-02705,CLI0201,PRD0045,6,55.24,331.44,2024-06-12,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02706,CLI0303,PRD0021,9,78.18,703.62,2024-04-22,livrée,CB,Île-de-France,EUR
CMD-Q2-02707,CLI0109,PRD0122,9,108.11,972.99,2024-04-20,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-02708,CLI0220,PRD0124,4,55.52,222.08,2024-06-02,annulée,Virement,Occitanie,EUR
CMD-Q2-02709,CLI0397,PRD0035,6,17.54,105.24,2024-04-25,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02710,CLI0076,PRD0049,4,65.78,263.12,2024-05-04,livrée,PayPal,Occitanie,EUR
CMD-Q2-02711,CLI0452,PRD0044,3,146.42,439.26,2024-05-27,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02712,CLI0321,PRD0094,5,167.61,838.05,2024-06-13,livrée,CB,Occitanie,EUR
CMD-Q2-02713,CLI0330,PRD0122,4,108.11,432.44,2024-05-02,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-02714,CLI0269,PRD0029,6,149.76,898.56,2024-05-19,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02715,CLI0244,PRD0077,9,151.78,1366.02,2024-06-11,livrée,Virement,Occitanie,EUR
CMD-Q2-02716,CLI0084,PRD0015,6,80.47,482.82,2024-05-08,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-02717,CLI0058,PRD0044,3,146.42,439.26,2024-06-16,livrée,PayPal,PACA,EUR
CMD-Q2-02718,CLI0145,PRD0073,6,200.41,1202.46,2024-04-01,livrée,PayPal,Île-de-France,EUR
CMD-Q2-02719,CLI0481,PRD0049,8,65.78,526.24,2024-06-20,en_cours,Chèque,PACA,EUR
CMD-Q2-02720,CLI0435,PRD0119,4,496.56,1986.24,2024-06-16,livrée,CB,Île-de-France,EUR
CMD-Q2-02721,CLI0328,PRD0098,6,-37.93,227.58,2024-04-15,retournée,CB,Auvergne-RA,EUR
CMD-Q2-02722,CLI0421,PRD0043,3,100.34,301.02,2024-06-25,livrée,Chèque,Occitanie,EUR
CMD-Q2-02723,CLI0219,PRD0014,1,415.81,415.81,2024-04-26,livrée,PayPal,Auvergne-RA,EUR
CMD-Q2-02724,CLI0059,PRD0126,2,82.76,165.52,2024-05-01,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02725,CLI0441,PRD0091,6,75.28,451.68,2024-05-18,livrée,CB,PACA,EUR
CMD-Q2-02726,CLI0446,PRD0091,8,75.28,602.24,2024-05-28,livrée,PayPal,PACA,EUR
CMD-Q2-02727,CLI0251,PRD0037,2,48.24,96.48,2024-05-15,livrée,CB,Île-de-France,EUR
CMD-Q2-02728,CLI0465,PRD0026,6,334.76,2008.56,2024-04-01,en_cours,PayPal,Auvergne-RA,EUR
CMD-Q2-02729,CLI0175,PRD0065,2,352.58,705.16,2024-05-02,livrée,CB,Occitanie,EUR
CMD-Q2-02730,CLI0269,PRD0125,9,31.95,287.55,2024-05-31,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02731,CLI0325,PRD0078,8,217.49,1739.92,2024-04-07,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02732,CLI0215,PRD0028,1,59.7,59.7,2024-05-12,livrée,PayPal,Auvergne-RA,EUR
CMD-Q2-02733,CLI0047,PRD0027,1,45.84,45.84,2024-04-26,,PayPal,PACA,EUR
CMD-Q2-02734,CLI0068,PRD0048,3,164.13,492.39,2024-04-10,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02735,CLI0255,PRD0139,5,128.88,644.4,2024-04-29,livrée,CB,PACA,EUR
CMD-Q2-02736,CLI0208,PRD0054,3,124.37,373.11,2024-06-24,en_cours,Virement,Île-de-France,EUR
CMD-Q2-02737,CLI0069,PRD0034,3,36.63,109.89,2024-06-25,livrée,Virement,Occitanie,EUR
CMD-Q2-02738,CLI0373,PRD0097,7,149.62,1047.34,2024-06-29,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02739,CLI0458,PRD0006,9,79.23,713.07,2024-05-24,livrée,CB,Occitanie,EUR
CMD-Q2-02740,CLI0225,PRD0098,1,37.93,37.93,2024-05-14,livrée,Virement,Occitanie,EUR
CMD-Q2-02741,CLI0189,PRD0114,4,61.01,244.04,2024-06-01,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02742,CLI0408,PRD0110,7,126.57,885.99,2024-06-21,livrée,PayPal,PACA,EUR
CMD-Q2-02743,CLI0246,PRD0020,9,304.72,2742.48,2024-05-30,livrée,CB,PACA,EUR
CMD-Q2-02744,CLI0349,PRD0070,6,28.37,170.22,2024-05-22,livrée,Chèque,Île-de-France,EUR
CMD-Q2-02745,CLI0047,PRD0035,6,17.54,105.24,2024-04-18,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02746,CLI0369,PRD0097,8,149.62,1196.96,2024-06-10,livrée,CB,Auvergne-RA,EUR
CMD-Q2-02747,CLI0019,PRD0065,7,352.58,2468.06,2024-06-29,livrée,Chèque,PACA,EUR
CMD-Q2-02748,CLI0394,PRD0049,3,65.78,197.34,2024-06-05,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02749,CLI0186,PRD0110,1,126.57,126.57,2024-04-04,livrée,CB,Occitanie,EUR
CMD-Q2-02750,CLI0181,PRD0113,7,82.62,578.34,2024-05-31,retournée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-02751,CLI0048,PRD0096,1,33.23,33.23,2024-05-16,livrée,Chèque,PACA,EUR
CMD-Q2-02752,CLI0491,PRD0078,1,217.49,217.49,2024-06-16,livrée,Virement,PACA,EUR
CMD-Q2-02753,CLI0351,PRD0059,2,117.97,235.94,2024-04-29,en_cours,PayPal,Occitanie,EUR
